epoch,step,loss,hidden_norm,embed_norm,eval_loss,eval_ppl
1,0,3.271912097930908,3.24468994140625,3.225719928741455,0.23869022727012634,1.269585132598877
1,1,3.6759791374206543,3.7529044151306152,3.842179775238037,0.23869022727012634,1.269585132598877
1,2,31.86888885498047,31.82356834411621,31.81116485595703,0.23869022727012634,1.269585132598877
2,0,0.07876568287611008,0.08366866409778595,0.0806046575307846,0.22271430492401123,1.2494635581970215
2,1,31.905704498291016,32.117401123046875,31.560340881347656,0.22271430492401123,1.2494635581970215
2,2,49.2528190612793,49.33451843261719,49.23552703857422,0.22271430492401123,1.2494635581970215
3,0,0.04552114009857178,0.037957947701215744,0.038847047835588455,0.2094855010509491,1.2330434322357178
3,1,32.72902297973633,33.78515625,33.165382385253906,0.2094855010509491,1.2330434322357178
3,2,52.8195686340332,53.05742645263672,52.964271545410156,0.2094855010509491,1.2330434322357178
4,0,0.03471636027097702,0.026511449366807938,0.03010290302336216,0.21250450611114502,1.2367717027664185
4,1,34.5907096862793,34.0893440246582,34.294532775878906,0.21250450611114502,1.2367717027664185
4,2,55.286468505859375,54.88820266723633,55.281070709228516,0.21250450611114502,1.2367717027664185
5,0,0.03232470527291298,0.02554043009877205,0.028912924230098724,0.21275457739830017,1.2370810508728027
5,1,34.16895294189453,34.60649490356445,34.958251953125,0.21275457739830017,1.2370810508728027
5,2,56.60628128051758,56.75192642211914,56.62839889526367,0.21275457739830017,1.2370810508728027
6,0,0.030956951901316643,0.02763965167105198,0.02329068072140217,0.2114369422197342,1.2354520559310913
6,1,34.14180374145508,34.6230583190918,34.19541549682617,0.2114369422197342,1.2354520559310913
6,2,57.74740982055664,57.830665588378906,57.768470764160156,0.2114369422197342,1.2354520559310913
7,0,0.026171138510107994,0.024980783462524414,0.023968368768692017,0.21104879677295685,1.234972596168518
7,1,34.7094612121582,34.852272033691406,34.75131607055664,0.21104879677295685,1.234972596168518
7,2,58.65557098388672,58.76724624633789,58.53142166137695,0.21104879677295685,1.234972596168518
8,0,0.02356424368917942,0.035377778112888336,0.023213272914290428,0.21817755699157715,1.2438079118728638
8,1,35.049095153808594,34.02885055541992,35.04531478881836,0.21817755699157715,1.2438079118728638
8,2,59.41384506225586,59.23227310180664,59.313690185546875,0.21817755699157715,1.2438079118728638
9,0,0.02773985266685486,0.027606436982750893,0.028864942491054535,0.21445223689079285,1.239182949066162
9,1,35.032649993896484,34.655738830566406,34.91298294067383,0.21445223689079285,1.239182949066162
9,2,59.83074188232422,59.909339904785156,59.82216262817383,0.21445223689079285,1.239182949066162
10,0,0.029744235798716545,0.030069993808865547,0.027247091755270958,0.213799387216568,1.2383742332458496
10,1,35.477027893066406,34.832332611083984,35.045833587646484,0.213799387216568,1.2383742332458496
10,2,60.427391052246094,60.33130645751953,60.250091552734375,0.213799387216568,1.2383742332458496
