epoch,step,train_loss,val_loss,perplexity
12,120,1.7733557224273682,,
12,130,1.7483000755310059,,
12,140,1.9974322319030762,,
12,150,2.259127140045166,,
12,160,2.2541370391845703,,
12,170,1.8092246055603027,,
12,172,2.156019687652588,2.564504427068374,12.99421719145792
13,0,1.8223708868026733,,
13,10,2.060236930847168,,
13,20,2.1155874729156494,,
13,30,1.6400980949401855,,
13,40,1.8853204250335693,,
13,50,2.3429245948791504,,
13,60,1.6873409748077393,,
13,70,1.5752897262573242,,
13,80,2.000175714492798,,
13,90,1.9937412738800049,,
13,100,2.758380889892578,,
13,110,1.520573616027832,,
13,120,1.8004789352416992,,
13,130,1.7264485359191895,,
13,140,2.013223886489868,,
13,150,2.255230188369751,,
13,160,2.259416103363037,,
13,170,1.830920696258545,,
13,172,2.1406073570251465,2.5646611171610214,12.996253416077478
14,0,1.8257862329483032,,
14,10,2.077670097351074,,
14,20,2.079732894897461,,
14,30,1.6075732707977295,,
14,40,1.8700058460235596,,
14,50,2.34881854057312,,
14,60,1.6891742944717407,,
14,70,1.5712863206863403,,
14,80,2.0030319690704346,,
14,90,1.988114595413208,,
14,100,2.748385429382324,,
14,110,1.5036633014678955,,
14,120,1.7919116020202637,,
14,130,1.7167046070098877,,
14,140,2.013118267059326,,
14,150,2.288069248199463,,
14,160,2.2664132118225098,,
14,170,1.8356554508209229,,
14,172,2.137132167816162,2.5648210890152874,12.998332617137349
15,0,1.8361785411834717,,
15,10,2.080352783203125,,
15,20,2.1145753860473633,,
15,30,1.636005163192749,,
15,40,1.8683114051818848,,
15,50,2.349221706390381,,
15,60,1.70060396194458,,
15,70,1.550917148590088,,
15,80,1.985102891921997,,
15,90,2.027113914489746,,
15,100,2.7427170276641846,,
15,110,1.4972083568572998,,
15,120,1.7625377178192139,,
15,130,1.7188233137130737,,
15,140,2.0035805702209473,,
15,150,2.27260422706604,,
15,160,2.2841320037841797,,
15,170,1.8226624727249146,,
15,172,2.125490427017212,2.5649553887984333,13.000078407616106
16,0,1.8131580352783203,,
16,10,2.0735485553741455,,
16,20,2.095633029937744,,
16,30,1.6384145021438599,,
16,40,1.866215467453003,,
16,50,2.3242204189300537,,
16,60,1.703457236289978,,
16,70,1.5639147758483887,,
16,80,1.9812037944793701,,
16,90,1.9887480735778809,,
16,100,2.746678590774536,,
16,110,1.4987728595733643,,
16,120,1.7771954536437988,,
16,130,1.7312450408935547,,
16,140,2.0036654472351074,,
16,150,2.26931095123291,,
16,160,2.2561497688293457,,
16,170,1.823606252670288,,
16,172,2.1131153106689453,2.565267093041364,13.004131218820602
17,0,1.80844247341156,,
17,10,2.0375020503997803,,
17,20,2.0954928398132324,,
17,30,1.6278480291366577,,
17,40,1.883486270904541,,
17,50,2.334151268005371,,
17,60,1.6784636974334717,,
17,70,1.5521544218063354,,
17,80,1.9875222444534302,,
17,90,1.9995861053466797,,
17,100,2.7367119789123535,,
17,110,1.4888429641723633,,
17,120,1.7931640148162842,,
17,130,1.7388255596160889,,
17,140,1.979644536972046,,
17,150,2.2804927825927734,,
17,160,2.2649593353271484,,
17,170,1.8159602880477905,,
17,172,2.146726131439209,2.565494586439694,13.007089909352421
18,0,1.8220553398132324,,
18,10,2.0622806549072266,,
18,20,2.0727972984313965,,
18,30,1.6265748739242554,,
18,40,1.8969582319259644,,
18,50,2.3071370124816895,,
18,60,1.6710795164108276,,
18,70,1.5377342700958252,,
18,80,1.9898903369903564,,
18,90,1.9856131076812744,,
18,100,2.732888698577881,,
18,110,1.4781522750854492,,
18,120,1.762507677078247,,
18,130,1.7353389263153076,,
18,140,2.0011768341064453,,
18,150,2.278040647506714,,
18,160,2.2528202533721924,,
18,170,1.7901315689086914,,
18,172,2.14509916305542,2.565692382700303,13.009662917555207
19,0,1.8123540878295898,,
19,10,2.046924114227295,,
19,20,2.0932905673980713,,
19,30,1.6063140630722046,,
19,40,1.8680224418640137,,
19,50,2.3076419830322266,,
19,60,1.6482441425323486,,
19,70,1.5422511100769043,,
19,80,1.9651273488998413,,
19,90,1.967290997505188,,
19,100,2.748450756072998,,
19,110,1.4987432956695557,,
19,120,1.7735663652420044,,
19,130,1.6978483200073242,,
19,140,1.9894415140151978,,
19,150,2.2640302181243896,,
19,160,2.235666275024414,,
19,170,1.795725703239441,,
19,172,2.117769241333008,2.5658276081085205,13.011422273486138
20,0,1.7788652181625366,,
20,10,2.0447986125946045,,
20,20,2.0823285579681396,,
20,30,1.6413218975067139,,
20,40,1.84449303150177,,
20,50,2.3454830646514893,,
20,60,1.6767101287841797,,
20,70,1.5417431592941284,,
20,80,1.9818363189697266,,
20,90,1.9725213050842285,,
20,100,2.7228384017944336,,
20,110,1.4769062995910645,,
20,120,1.7611126899719238,,
20,130,1.7114124298095703,,
20,140,1.9965107440948486,,
20,150,2.250009059906006,,
20,160,2.2489778995513916,,
20,170,1.7947359085083008,,
20,172,2.1002144813537598,2.5657933529685524,13.010976573028785
21,0,1.7936007976531982,,
21,10,2.0384910106658936,,
21,20,2.07651424407959,,
21,30,1.604380488395691,,
21,40,1.8783293962478638,,
21,50,2.3095767498016357,,
21,60,1.6790275573730469,,
21,70,1.5463706254959106,,
21,80,1.9670907258987427,,
21,90,1.9899064302444458,,
21,100,2.7320454120635986,,
21,110,1.4878675937652588,,
21,120,1.7503690719604492,,
21,130,1.711160659790039,,
21,140,1.9490594863891602,,
21,150,2.2756757736206055,,
21,160,2.236968755722046,,
21,170,1.795972228050232,,
21,172,2.1185107231140137,2.565862774848938,13.011879850841398
22,0,1.7852442264556885,,
22,10,2.055267572402954,,
22,20,2.0755298137664795,,
22,30,1.599560022354126,,
22,40,1.8682514429092407,,
22,50,2.3402316570281982,,
22,60,1.6558341979980469,,
22,70,1.5142383575439453,,
22,80,1.961187720298767,,
22,90,1.9803369045257568,,
22,100,2.698188066482544,,
22,110,1.4718194007873535,,
22,120,1.7484925985336304,,
22,130,1.7019282579421997,,
22,140,1.9935020208358765,,
22,150,2.268062114715576,,
22,160,2.2516024112701416,,
22,170,1.809510350227356,,
22,172,2.135770082473755,2.566194450154024,13.01619628584855
23,0,1.7963721752166748,,
23,10,2.0468904972076416,,
23,20,2.0964746475219727,,
23,30,1.6164515018463135,,
23,40,1.8799941539764404,,
23,50,2.3285140991210938,,
23,60,1.662110686302185,,
23,70,1.5429719686508179,,
23,80,1.9769532680511475,,
23,90,1.9901041984558105,,
23,100,2.7111048698425293,,
23,110,1.4780164957046509,,
23,120,1.780032992362976,,
23,130,1.7004168033599854,,
23,140,1.9796291589736938,,
23,150,2.2898430824279785,,
23,160,2.2430765628814697,,
23,170,1.8116254806518555,,
23,172,2.1164767742156982,2.566336182986989,13.018041238964694
24,0,1.780522108078003,,
24,10,2.0271687507629395,,
24,20,2.085296392440796,,
24,30,1.621386170387268,,
24,40,1.8660998344421387,,
24,50,2.3171234130859375,,
24,60,1.6418401002883911,,
24,70,1.529472827911377,,
24,80,1.9645099639892578,,
24,90,1.9568934440612793,,
24,100,2.7323825359344482,,
24,110,1.475970983505249,,
24,120,1.754137396812439,,
24,130,1.7043962478637695,,
24,140,1.9771223068237305,,
24,150,2.2643556594848633,,
24,160,2.243786334991455,,
24,170,1.8089864253997803,,
24,172,2.1084446907043457,2.56645271357368,13.019558327339723
25,0,1.7616339921951294,,
25,10,2.025092124938965,,
25,20,2.076673984527588,,
25,30,1.590317964553833,,
25,40,1.8659796714782715,,
25,50,2.3133463859558105,,
25,60,1.6403133869171143,,
25,70,1.5304381847381592,,
25,80,1.9621820449829102,,
25,90,2.0044429302215576,,
25,100,2.7154901027679443,,
25,110,1.4632747173309326,,
25,120,1.767344355583191,,
25,130,1.7027220726013184,,
25,140,2.0045671463012695,,
25,150,2.252987861633301,,
25,160,2.241654634475708,,
25,170,1.8187658786773682,,
25,172,2.129201889038086,2.5666004419326782,13.021481827400558
26,0,1.7924917936325073,,
26,10,2.0127065181732178,,
26,20,2.049752712249756,,
26,30,1.6229747533798218,,
26,40,1.8739585876464844,,
26,50,2.31949520111084,,
26,60,1.6490304470062256,,
26,70,1.5339758396148682,,
26,80,1.9569213390350342,,
26,90,1.9656296968460083,,
26,100,2.6878321170806885,,
26,110,1.4672127962112427,,
26,120,1.7521655559539795,,
26,130,1.710265040397644,,
26,140,1.9690313339233398,,
26,150,2.271524667739868,,
26,160,2.2204036712646484,,
26,170,1.7906761169433594,,
26,172,2.118095874786377,2.5668759486254524,13.025069827030105
27,0,1.775902271270752,,
27,10,2.0249505043029785,,
27,20,2.0591211318969727,,
27,30,1.6083858013153076,,
27,40,1.8817853927612305,,
27,50,2.3407351970672607,,
27,60,1.6312446594238281,,
27,70,1.5333584547042847,,
27,80,1.9589112997055054,,
27,90,1.9530906677246094,,
27,100,2.7055323123931885,,
27,110,1.4460312128067017,,
27,120,1.752447485923767,,
27,130,1.699225664138794,,
27,140,2.0049514770507812,,
27,150,2.2568037509918213,,
27,160,2.234633445739746,,
27,170,1.786144733428955,,
27,172,2.099229097366333,2.567065996282241,13.027545446265608
28,0,1.744734287261963,,
28,10,2.0132381916046143,,
28,20,2.062833309173584,,
28,30,1.5919697284698486,,
28,40,1.855886459350586,,
28,50,2.310298442840576,,
28,60,1.6498006582260132,,
28,70,1.542069911956787,,
28,80,1.9310064315795898,,
28,90,1.9922926425933838,,
28,100,2.704392194747925,,
28,110,1.458827018737793,,
28,120,1.7512426376342773,,
28,130,1.708579182624817,,
28,140,1.9812566041946411,,
28,150,2.257784366607666,,
28,160,2.2282843589782715,,
28,170,1.7982854843139648,,
28,172,2.080565929412842,2.567203809233273,13.02934093446618
29,0,1.7607072591781616,,
29,10,2.0119102001190186,,
29,20,2.0437686443328857,,
29,30,1.6202130317687988,,
29,40,1.8705565929412842,,
29,50,2.318887233734131,,
29,60,1.6379905939102173,,
29,70,1.4925611019134521,,
29,80,1.9525299072265625,,
29,90,1.9724502563476562,,
29,100,2.6906182765960693,,
29,110,1.4505302906036377,,
29,120,1.7576624155044556,,
29,130,1.6810784339904785,,
29,140,1.9795571565628052,,
29,150,2.2614998817443848,,
29,160,2.226557970046997,,
29,170,1.7953435182571411,,
29,172,2.1278204917907715,2.5672876764746273,13.03043371517063
30,0,1.7678329944610596,,
30,10,2.0269112586975098,,
30,20,2.059657096862793,,
30,30,1.593273401260376,,
30,40,1.8527332544326782,,
30,50,2.3104453086853027,,
30,60,1.6238903999328613,,
30,70,1.5017597675323486,,
30,80,1.9725582599639893,,
30,90,1.9887728691101074,,
30,100,2.6682703495025635,,
30,110,1.4580891132354736,,
30,120,1.743579626083374,,
30,130,1.7261183261871338,,
30,140,1.9666645526885986,,
30,150,2.2766408920288086,,
30,160,2.2218737602233887,,
30,170,1.7892212867736816,,
30,172,2.108334541320801,2.5674953390570248,13.033139929665701
31,0,1.7433182001113892,,
31,10,1.9928497076034546,,
31,20,2.0709543228149414,,
31,30,1.6115214824676514,,
31,40,1.8621418476104736,,
31,50,2.3029963970184326,,
31,60,1.6457735300064087,,
31,70,1.5143554210662842,,
31,80,1.928778886795044,,
31,90,1.9824126958847046,,
31,100,2.707428216934204,,
31,110,1.4669005870819092,,
31,120,1.7485555410385132,,
31,130,1.6879026889801025,,
31,140,1.9721055030822754,,
31,150,2.2313854694366455,,
31,160,2.2121646404266357,,
31,170,1.8124077320098877,,
31,172,2.095477342605591,2.5677490024005665,13.036446378861857
32,0,1.7505693435668945,,
32,10,2.047585964202881,,
32,20,2.0708823204040527,,
32,30,1.5941928625106812,,
32,40,1.8731096982955933,,
32,50,2.2992820739746094,,
32,60,1.6269776821136475,,
32,70,1.5334336757659912,,
32,80,1.955509066581726,,
32,90,1.9662262201309204,,
32,100,2.6831390857696533,,
32,110,1.4462581872940063,,
32,120,1.7340586185455322,,
32,130,1.7015150785446167,,
32,140,1.9591500759124756,,
32,150,2.234795331954956,,
32,160,2.2276344299316406,,
32,170,1.7930463552474976,,
32,172,2.088280439376831,2.5679615525638355,13.039217572166494
33,0,1.7452402114868164,,
33,10,2.008974552154541,,
33,20,2.03231143951416,,
33,30,1.615307092666626,,
33,40,1.853240966796875,,
33,50,2.2828330993652344,,
33,60,1.629103183746338,,
33,70,1.4923689365386963,,
33,80,1.9445583820343018,,
33,90,1.9941051006317139,,
33,100,2.6925477981567383,,
33,110,1.426529884338379,,
33,120,1.747497797012329,,
33,130,1.6861152648925781,,
33,140,1.9457954168319702,,
33,150,2.2539427280426025,,
33,160,2.2052245140075684,,
33,170,1.785284161567688,,
33,172,2.113701343536377,2.568092661745408,13.040927245385204
34,0,1.7342305183410645,,
34,10,2.006575107574463,,
34,20,2.0537071228027344,,
34,30,1.5960447788238525,,
34,40,1.858694076538086,,
34,50,2.3164424896240234,,
34,60,1.6149476766586304,,
34,70,1.516567587852478,,
34,80,1.9531164169311523,,
34,90,1.9698654413223267,,
34,100,2.670830726623535,,
34,110,1.4527174234390259,,
34,120,1.7587381601333618,,
34,130,1.679718017578125,,
34,140,1.9642055034637451,,
34,150,2.261457681655884,,
34,160,2.2278964519500732,,
34,170,1.7834059000015259,,
34,172,2.0915088653564453,2.568024249637828,13.040035118584038
35,0,1.7344003915786743,,
35,10,2.022055149078369,,
35,20,2.0767319202423096,,
35,30,1.5877363681793213,,
35,40,1.8420995473861694,,
35,50,2.2878243923187256,,
35,60,1.6207845211029053,,
35,70,1.5309970378875732,,
35,80,1.9385480880737305,,
35,90,1.9559352397918701,,
35,100,2.661562919616699,,
35,110,1.4247556924819946,,
35,120,1.7614271640777588,,
35,130,1.6661607027053833,,
35,140,1.9599339962005615,,
35,150,2.2682480812072754,,
35,160,2.2226390838623047,,
35,170,1.769587755203247,,
35,172,2.0988736152648926,2.5681932813981,13.042239484972855
36,0,1.7270338535308838,,
36,10,2.0275330543518066,,
36,20,2.0464744567871094,,
36,30,1.5815527439117432,,
36,40,1.8526896238327026,,
36,50,2.2985379695892334,,
36,60,1.607689380645752,,
36,70,1.5083943605422974,,
36,80,1.9404429197311401,,
36,90,1.9909756183624268,,
36,100,2.643068313598633,,
36,110,1.4271061420440674,,
36,120,1.736764669418335,,
36,130,1.693950891494751,,
36,140,1.9622581005096436,,
36,150,2.2616398334503174,,
36,160,2.205561637878418,,
36,170,1.7644195556640625,,
36,172,2.102473735809326,2.5682823798235725,13.043401579745241
37,0,1.7436676025390625,,
37,10,1.9894154071807861,,
37,20,2.0661964416503906,,
37,30,1.5877563953399658,,
37,40,1.849877119064331,,
37,50,2.3106112480163574,,
37,60,1.6187963485717773,,
37,70,1.504606008529663,,
37,80,1.9349249601364136,,
37,90,1.9640276432037354,,
37,100,2.6752238273620605,,
37,110,1.4304327964782715,,
37,120,1.7542459964752197,,
37,130,1.66659414768219,,
37,140,1.9713996648788452,,
37,150,2.2518181800842285,,
37,160,2.2207255363464355,,
37,170,1.7813971042633057,,
37,172,2.0820252895355225,2.5683450839098763,13.044219479966168
38,0,1.7164901494979858,,
38,10,1.9911611080169678,,
38,20,2.0336403846740723,,
38,30,1.5824350118637085,,
38,40,1.8479790687561035,,
38,50,2.2971534729003906,,
38,60,1.6237545013427734,,
38,70,1.4998196363449097,,
38,80,1.9399323463439941,,
38,90,1.9419331550598145,,
38,100,2.642247200012207,,
38,110,1.4228291511535645,,
38,120,1.725428819656372,,
38,130,1.6509368419647217,,
38,140,1.9930791854858398,,
38,150,2.2444844245910645,,
38,160,2.197880744934082,,
38,170,1.7835047245025635,,
38,172,2.0970239639282227,2.5685991679920868,13.047534229595612
39,0,1.7200825214385986,,
39,10,1.9904136657714844,,
39,20,2.032555103302002,,
39,30,1.5855817794799805,,
39,40,1.867450475692749,,
39,50,2.2882440090179443,,
39,60,1.6230275630950928,,
39,70,1.5184683799743652,,
39,80,1.9353373050689697,,
39,90,1.9520275592803955,,
39,100,2.632352352142334,,
39,110,1.4193370342254639,,
39,120,1.734131097793579,,
39,130,1.6702449321746826,,
39,140,1.9844114780426025,,
39,150,2.2472972869873047,,
39,160,2.194902181625366,,
39,170,1.7575438022613525,,
39,172,2.1114749908447266,2.568878545480616,13.051179926179241
40,0,1.6968793869018555,,
40,10,2.0179202556610107,,
40,20,2.041285991668701,,
40,30,1.5576529502868652,,
40,40,1.874977469444275,,
40,50,2.2999677658081055,,
40,60,1.5883668661117554,,
40,70,1.5070831775665283,,
40,80,1.9239964485168457,,
40,90,1.9604511260986328,,
40,100,2.6523752212524414,,
40,110,1.417947769165039,,
40,120,1.7396866083145142,,
40,130,1.6841282844543457,,
40,140,1.9496347904205322,,
40,150,2.236903190612793,,
40,160,2.1990747451782227,,
40,170,1.7749055624008179,,
40,172,2.088435649871826,2.5690310071496403,13.053169882545703
41,0,1.7326794862747192,,
41,10,1.9868789911270142,,
41,20,2.0247573852539062,,
41,30,1.5890803337097168,,
41,40,1.8649003505706787,,
41,50,2.287013292312622,,
41,60,1.5953938961029053,,
41,70,1.514345407485962,,
41,80,1.9464404582977295,,
41,90,1.943655252456665,,
41,100,2.651679039001465,,
41,110,1.4235868453979492,,
41,120,1.7378058433532715,,
41,130,1.6647204160690308,,
41,140,1.972726583480835,,
41,150,2.2424750328063965,,
41,160,2.221010684967041,,
41,170,1.7600927352905273,,
41,172,2.0904414653778076,2.5691167607026943,13.054289286237486
42,0,1.7072513103485107,,
42,10,1.984349250793457,,
42,20,2.0206551551818848,,
42,30,1.578646183013916,,
42,40,1.8440115451812744,,
42,50,2.3023552894592285,,
42,60,1.5895925760269165,,
42,70,1.508704662322998,,
42,80,1.9311470985412598,,
42,90,1.9405789375305176,,
42,100,2.6278698444366455,,
42,110,1.4145359992980957,,
42,120,1.7390809059143066,,
42,130,1.6812551021575928,,
42,140,1.952160358428955,,
42,150,2.2483577728271484,,
42,160,2.189520835876465,,
42,170,1.773498773574829,,
42,172,2.089282512664795,2.569206055472879,13.055455018045327
43,0,1.6791040897369385,,
43,10,1.977453351020813,,
43,20,2.020689010620117,,
43,30,1.5696648359298706,,
43,40,1.8544120788574219,,
43,50,2.2799477577209473,,
43,60,1.5959436893463135,,
43,70,1.4844422340393066,,
43,80,1.9073569774627686,,
43,90,1.94880211353302,,
43,100,2.636110305786133,,
43,110,1.4101020097732544,,
43,120,1.733872652053833,,
43,130,1.6668556928634644,,
43,140,1.9547772407531738,,
43,150,2.2289280891418457,,
43,160,2.192105293273926,,
43,170,1.7737616300582886,,
43,172,2.096277952194214,2.5693286727456486,13.05705594048277
44,0,1.7050366401672363,,
44,10,1.9804787635803223,,
44,20,2.0377321243286133,,
44,30,1.5815316438674927,,
44,40,1.8488473892211914,,
44,50,2.2722136974334717,,
44,60,1.603301763534546,,
44,70,1.508955955505371,,
44,80,1.9194560050964355,,
44,90,1.9440679550170898,,
44,100,2.632683753967285,,
44,110,1.4174964427947998,,
44,120,1.727878212928772,,
44,130,1.6611169576644897,,
44,140,1.9340133666992188,,
44,150,2.2454333305358887,,
44,160,2.2043492794036865,,
44,170,1.7567627429962158,,
44,172,2.0796854496002197,2.5694954675786636,13.059233971585149
45,0,1.7086025476455688,,
45,10,1.9643518924713135,,
45,20,2.0243349075317383,,
45,30,1.58408522605896,,
45,40,1.832273006439209,,
45,50,2.2860915660858154,,
45,60,1.6038775444030762,,
45,70,1.5075697898864746,,
45,80,1.9111995697021484,,
45,90,1.9681731462478638,,
45,100,2.6183714866638184,,
45,110,1.420158863067627,,
45,120,1.7327113151550293,,
45,130,1.6580939292907715,,
45,140,1.9473310708999634,,
45,150,2.2743754386901855,,
45,160,2.192054033279419,,
45,170,1.7525031566619873,,
45,172,2.0899100303649902,2.569527976653155,13.059658522095969
46,0,1.7147340774536133,,
46,10,1.9772924184799194,,
46,20,1.997477650642395,,
46,30,1.582690954208374,,
46,40,1.855454921722412,,
46,50,2.305999279022217,,
46,60,1.580334186553955,,
46,70,1.4841339588165283,,
46,80,1.8774299621582031,,
46,90,1.9407576322555542,,
46,100,2.6184706687927246,,
46,110,1.3919538259506226,,
46,120,1.7132494449615479,,
46,130,1.6642333269119263,,
46,140,1.9505473375320435,,
46,150,2.226238489151001,,
46,160,2.2035765647888184,,
46,170,1.778122901916504,,
46,172,2.0991275310516357,2.5696893720065845,13.061766460399957
47,0,1.722809076309204,,
47,10,1.9815945625305176,,
47,20,2.0252249240875244,,
47,30,1.5640344619750977,,
47,40,1.8512191772460938,,
47,50,2.286625862121582,,
47,60,1.6029043197631836,,
47,70,1.501682996749878,,
47,80,1.8935610055923462,,
47,90,1.9587347507476807,,
47,100,2.62924861907959,,
47,110,1.405397653579712,,
47,120,1.724644422531128,,
47,130,1.652599573135376,,
47,140,1.9442543983459473,,
47,150,2.2520298957824707,,
47,160,2.1644492149353027,,
47,170,1.746019959449768,,
47,172,2.089231014251709,2.5697829723358154,13.062989103259982
48,0,1.6822714805603027,,
48,10,1.9592188596725464,,
48,20,2.0137507915496826,,
48,30,1.5586432218551636,,
48,40,1.8607743978500366,,
48,50,2.262037754058838,,
48,60,1.5833406448364258,,
48,70,1.484123706817627,,
48,80,1.9190300703048706,,
48,90,1.9366222620010376,,
