epoch,step,train_loss,val_loss,perplexity
1,0,4.34313440322876,,
1,10,4.34820556640625,,
1,20,4.333380699157715,,
1,30,4.322840690612793,,
1,40,4.227216720581055,,
1,50,4.013020992279053,,
1,60,3.6062145233154297,,
1,70,3.666097402572632,,
1,80,3.558159589767456,,
1,90,3.5133299827575684,,
1,100,3.9893102645874023,,
1,110,3.0993995666503906,,
1,120,3.2449698448181152,,
1,130,3.3017873764038086,,
1,140,3.058699607849121,,
1,150,3.0704970359802246,,
1,160,3.064481019973755,,
1,170,3.0130748748779297,,
1,172,2.867166042327881,2.974765623317045,19.585032436689183
2,0,3.293872833251953,,
2,10,2.7980079650878906,,
2,20,2.895768165588379,,
2,30,2.762990713119507,,
2,40,2.534212827682495,,
2,50,2.790621757507324,,
2,60,2.746084690093994,,
2,70,2.380525588989258,,
2,80,2.6558585166931152,,
2,90,2.5600693225860596,,
2,100,3.5521445274353027,,
2,110,2.216313362121582,,
2,120,2.3514747619628906,,
2,130,2.4554238319396973,,
2,140,2.3776350021362305,,
2,150,2.546037197113037,,
2,160,2.7326266765594482,,
2,170,2.311818838119507,,
2,172,2.5222620964050293,2.642804594600902,14.052560126656063
3,0,2.676675319671631,,
3,10,2.4969916343688965,,
3,20,2.536168098449707,,
3,30,2.1002273559570312,,
3,40,2.1200406551361084,,
3,50,2.6548428535461426,,
3,60,2.241896629333496,,
3,70,1.9984912872314453,,
3,80,2.3702354431152344,,
3,90,2.2971737384796143,,
3,100,3.260056972503662,,
3,110,1.881880760192871,,
3,120,2.0563178062438965,,
3,130,2.1027629375457764,,
3,140,2.2276692390441895,,
3,150,2.4465837478637695,,
3,160,2.53267502784729,,
3,170,2.0838582515716553,,
3,172,2.3955295085906982,2.5735612757065716,13.112438397411951
4,0,2.316939115524292,,
4,10,2.292243480682373,,
4,20,2.3256025314331055,,
4,30,1.8609628677368164,,
4,40,2.005652666091919,,
4,50,2.5325567722320557,,
4,60,1.962869644165039,,
4,70,1.7718138694763184,,
4,80,2.1613082885742188,,
4,90,2.1475353240966797,,
4,100,3.031398296356201,,
4,110,1.683124303817749,,
4,120,1.926946759223938,,
4,130,1.8935308456420898,,
4,140,2.143709182739258,,
4,150,2.3780627250671387,,
4,160,2.408320903778076,,
4,170,1.9453572034835815,,
4,172,2.255702495574951,2.5520608284894157,12.833524241671892
5,0,2.0345699787139893,,
5,10,2.1726322174072266,,
5,20,2.222964286804199,,
5,30,1.7177700996398926,,
5,40,1.9327056407928467,,
5,50,2.424990653991699,,
5,60,1.80100417137146,,
5,70,1.6477395296096802,,
5,80,2.0597405433654785,,
5,90,2.0698721408843994,,
5,100,2.820558786392212,,
5,110,1.5912290811538696,,
5,120,1.842010736465454,,
5,130,1.7835280895233154,,
5,140,2.0312092304229736,,
5,150,2.315260171890259,,
5,160,2.316486358642578,,
5,170,1.8592112064361572,,
5,172,2.1436679363250732,2.5547577773823456,12.868182315187138
6,0,1.8834795951843262,,
6,10,2.1161422729492188,,
6,20,2.157355308532715,,
6,30,1.6541821956634521,,
6,40,1.8905607461929321,,
6,50,2.382512331008911,,
6,60,1.7161096334457397,,
6,70,1.60464608669281,,
6,80,2.0113844871520996,,
6,90,2.0198845863342285,,
6,100,2.7824277877807617,,
6,110,1.528747797012329,,
6,120,1.801422119140625,,
6,130,1.7500346899032593,,
6,140,2.005068063735962,,
6,150,2.2905516624450684,,
6,160,2.280622720718384,,
6,170,1.8465383052825928,,
6,172,2.149445056915283,2.562002322253059,12.961744939482063
7,0,1.8445343971252441,,
7,10,2.1014528274536133,,
7,20,2.1200737953186035,,
7,30,1.6400623321533203,,
7,40,1.8882081508636475,,
7,50,2.320744037628174,,
7,60,1.705237865447998,,
7,70,1.5801632404327393,,
7,80,2.0085833072662354,,
7,90,2.026348114013672,,
7,100,2.7767257690429688,,
7,110,1.5186010599136353,,
7,120,1.7916288375854492,,
7,130,1.7424602508544922,,
7,140,2.0204684734344482,,
7,150,2.31553316116333,,
7,160,2.2897439002990723,,
7,170,1.8077378273010254,,
7,172,2.122053623199463,2.5628214723923626,12.97236690455299
8,0,1.8373279571533203,,
8,10,2.051792860031128,,
8,20,2.1120259761810303,,
8,30,1.6409788131713867,,
8,40,1.8834813833236694,,
8,50,2.3381028175354004,,
8,60,1.7006113529205322,,
8,70,1.5744662284851074,,
8,80,1.9874939918518066,,
8,90,1.987654685974121,,
8,100,2.7847490310668945,,
8,110,1.522728681564331,,
8,120,1.7783550024032593,,
8,130,1.7609553337097168,,
8,140,2.0007100105285645,,
8,150,2.2978479862213135,,
8,160,2.2989063262939453,,
8,170,1.8227280378341675,,
8,172,2.1584904193878174,2.563394118757809,12.979797610692493
9,0,1.8424122333526611,,
9,10,2.102243185043335,,
9,20,2.120121955871582,,
9,30,1.637015700340271,,
9,40,1.8877167701721191,,
9,50,2.338411808013916,,
9,60,1.7166287899017334,,
9,70,1.5680947303771973,,
9,80,1.9953489303588867,,
9,90,2.0106542110443115,,
9,100,2.779618501663208,,
9,110,1.5355501174926758,,
9,120,1.7792576551437378,,
9,130,1.7449069023132324,,
9,140,2.0019683837890625,,
9,150,2.287384510040283,,
9,160,2.2556700706481934,,
9,170,1.8497872352600098,,
9,172,2.1436686515808105,2.5637994163176594,12.985059357205941
10,0,1.837242603302002,,
10,10,2.06333065032959,,
10,20,2.098646402359009,,
10,30,1.6410009860992432,,
10,40,1.887488842010498,,
10,50,2.347677707672119,,
10,60,1.7225539684295654,,
10,70,1.5610401630401611,,
10,80,1.9945385456085205,,
10,90,2.0018093585968018,,
10,100,2.7657837867736816,,
10,110,1.5188894271850586,,
10,120,1.7857940196990967,,
10,130,1.7516573667526245,,
10,140,1.9951870441436768,,
10,150,2.3027420043945312,,
10,160,2.2834043502807617,,
10,170,1.8315329551696777,,
10,172,2.142180919647217,2.5641861102160286,12.990081571396546
11,0,1.8483059406280518,,
11,10,2.068464756011963,,
11,20,2.113062858581543,,
11,30,1.6546339988708496,,
11,40,1.9065195322036743,,
11,50,2.351440906524658,,
11,60,1.686563491821289,,
11,70,1.5656490325927734,,
11,80,1.9955271482467651,,
11,90,2.0242056846618652,,
11,100,2.7606780529022217,,
11,110,1.529616117477417,,
11,120,1.7803270816802979,,
11,130,1.7281101942062378,,
11,140,2.0068321228027344,,
11,150,2.281052827835083,,
11,160,2.2825698852539062,,
11,170,1.8098315000534058,,
11,172,2.130131483078003,2.564339174943812,12.992070046875
12,0,1.8213999271392822,,
12,10,2.066927909851074,,
12,20,2.116133451461792,,
12,30,1.6519503593444824,,
12,40,1.8756344318389893,,
12,50,2.34391188621521,,
12,60,1.7022795677185059,,
12,70,1.5803790092468262,,
12,80,1.9930641651153564,,
12,90,1.9993963241577148,,
12,100,2.7699790000915527,,
12,110,1.4972397089004517,,
