file,line,seconds,kwargs,context
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,156,0.530525,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,206,0.119498,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x0000028B3E9988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.511524,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,215,0.354961,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,176,0.347668,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,193,0.235634,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.764703,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,222,0.335505,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.519581,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,226,0.386887,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,206,0.119026,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x0000028B3E9988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.509237,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,215,0.393976,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,176,0.345053,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,193,0.237257,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.737874,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,222,0.329224,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.559004,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,226,0.365684,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,206,0.122014,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x0000028B3E9988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.711407,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,215,0.359618,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,176,0.362397,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,193,0.239435,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.778158,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,222,0.339703,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.738272,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,226,0.409385,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,240,0.297775,{'run_time': 0.8},"tplay_csv(self, GrowFromCenter(brace), FadeIn(final_text, shift=UP * 0.2), run_time=0.8)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,244,0.194690,{'run_time': 0.2},"tplay_csv(self, caption.animate.set_opacity(0), run_time=0.2)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,245,0.215580,,"tplay_csv(self, FadeOut(caption, run_time=0.2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,251,1.205859,{'run_time': 0.35},"tplay_csv(self, FadeOut(code), FadeOut(bg), FadeIn(payoff, shift=UP), run_time=0.35)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,255,0.296123,{'run_time': 0.25},"tplay_csv(self, FadeIn(complexity, shift=UP * 0.2), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,89,0.180895,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,145,0.169313,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,156,0.535895,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,206,0.147571,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x0000028B3E9988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.533229,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,215,0.355086,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,176,0.345167,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,193,0.237000,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.767845,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,222,0.383980,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.545115,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,226,0.392792,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,206,0.116781,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x0000028B3E9988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.521839,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,215,0.350052,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,176,0.352033,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,193,0.253298,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.773807,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,222,0.350636,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.537391,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,226,0.382943,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,206,0.127800,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x0000028B3E9988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.717471,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,215,0.365087,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,176,0.359138,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,193,0.250759,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.803363,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,222,0.338328,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,128,0.725957,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,226,0.426169,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,240,0.299108,{'run_time': 0.8},"tplay_csv(self, GrowFromCenter(brace), FadeIn(final_text, shift=UP * 0.2), run_time=0.8)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,244,0.197398,{'run_time': 0.2},"tplay_csv(self, caption.animate.set_opacity(0), run_time=0.2)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,245,0.213146,,"tplay_csv(self, FadeOut(caption, run_time=0.2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,251,1.241494,{'run_time': 0.35},"tplay_csv(self, FadeOut(code), FadeOut(bg), FadeIn(payoff, shift=UP), run_time=0.35)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,255,0.259965,{'run_time': 0.25},"tplay_csv(self, FadeIn(complexity, shift=UP * 0.2), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,94,0.190518,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,150,0.158864,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,161,0.562325,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,211,0.125163,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000230ACE988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.309532,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,220,0.369995,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,181,0.356533,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,198,0.233466,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.524004,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,227,0.356622,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.305572,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,231,0.407936,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,211,0.141994,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000230ACE988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.311878,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,220,0.438468,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,181,0.340893,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,198,0.258574,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.478613,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,227,0.381226,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.326019,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,231,0.415587,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,211,0.121025,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000230ACE988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.507903,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,220,0.396796,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,181,0.363932,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,198,0.242435,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.506988,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,227,0.381077,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.548960,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,231,0.450685,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,245,0.291304,{'run_time': 0.8},"tplay_csv(self, GrowFromCenter(brace), FadeIn(final_text, shift=UP * 0.2), run_time=0.8)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,249,0.200862,{'run_time': 0.2},"tplay_csv(self, caption.animate.set_opacity(0), run_time=0.2)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,250,0.220452,,"tplay_csv(self, FadeOut(caption, run_time=0.2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,256,1.414659,{'run_time': 0.35},"tplay_csv(self, FadeOut(code), FadeOut(bg), FadeIn(payoff, shift=UP), run_time=0.35)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,260,0.259385,{'run_time': 0.25},"tplay_csv(self, FadeIn(complexity, shift=UP * 0.2), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,94,0.202733,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,150,0.158260,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,161,0.526802,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,211,0.109345,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000230ACE988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.296126,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,220,0.358007,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,181,0.342255,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,198,0.217444,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.494754,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,227,0.397092,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.312177,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,231,0.430797,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,211,0.126093,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000230ACE988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.297309,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,220,0.392851,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,181,0.347687,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,198,0.228674,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.522307,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,227,0.375049,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.281797,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,231,0.413889,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,211,0.110681,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x00000230ACE988B0>}",tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.555152,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,220,0.405914,,"tplay_csv(self, blink_line(0))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,181,0.374519,{'run_time': 0.6},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,198,0.235925,{'run_time': 0.4},tplay_csv(
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.483546,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,227,0.429252,,"tplay_csv(self, blink_line(1))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,133,0.463909,,"tplay_csv(self, *[*ptr.move_under_animations(target, label), ptr.pulse()])"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,231,0.432356,,"tplay_csv(self, blink_line(2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,245,0.287778,{'run_time': 0.8},"tplay_csv(self, GrowFromCenter(brace), FadeIn(final_text, shift=UP * 0.2), run_time=0.8)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,249,0.214705,{'run_time': 0.2},"tplay_csv(self, caption.animate.set_opacity(0), run_time=0.2)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,250,0.218157,,"tplay_csv(self, FadeOut(caption, run_time=0.2))"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,256,1.362724,{'run_time': 0.35},"tplay_csv(self, FadeOut(code), FadeOut(bg), FadeIn(payoff, shift=UP), run_time=0.35)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,260,0.269611,{'run_time': 0.25},"tplay_csv(self, FadeIn(complexity, shift=UP * 0.2), run_time=0.25)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,94,0.233465,{'run_time': 1.0},"tplay_csv(self, *[FadeIn(n, shift=DOWN, lag_ratio=0.05) for n in nodes], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,155,0.164273,{'run_time': 1.0},"tplay_csv(self, *[Create(a) for a in next_arrows], run_time=1.0)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,166,0.589529,{'run_time': 0.6},"tplay_csv(self, FadeIn(prev_ptr), FadeIn(curr_ptr), FadeIn(next_ptr), run_time=0.6)"
C:\Users\eugen\Documents\Tiniest Language Model\algorithm_visual_learning\singly_linked_list_reversal\_2_manim.py,216,0.122145,"{'run_time': 0.6, 'rate_func': <function there_and_back at 0x0000027E7FE988B0>}",tplay_csv(
